id	group	title	verdict	routing_class	confidence	basis
367	G3	Let users click the AI Optimized banner to jump straight to the optimization details	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (4 files, 1 test/CI).
372	G3	Add tooltips to other plan card chips for consistency	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
373	G3	Show a Re-optimize nudge banner inside the itinerary tab when optimization is stale	VERIFY	BUILD	B probe(built)	Feature area present, no test/gate coverage found (1 files).
374	G3	Let the 30-day staleness threshold be configurable without a code deploy	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
379	G3	Keep the optimization comparison fresh after the optimizer finishes	VERIFY	BUILD	B probe(built)	Feature area present, no test/gate coverage found (6 files).
382	G3	Show upsell suggestions as a persistent sidebar panel on the comparison page	BUILD	BUILD	B probe(none)	No implementation found under probed identifiers.
384	G3	Personalize suggestions using past booking history, not just trip profile	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
485	G3	Build a UI for inviting friends and experts to collaborate on a trip	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (32 files, 11 test/CI).
486	G3	Let friends suggest activity changes instead of being silently blocked	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (23 files, 5 test/CI).
761	G3	Prevent the shared trip page from crashing on invalid or deleted share tokens	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
763	G3	Prevent itinerary page from getting stuck loading if data fails to arrive	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
764	G3	Stop the shared itinerary view from looping on a broken share link	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
844	G3	Make sure the itinerary-comparison flow cannot silently fail again if a route is added but not mounted	CLOSE-DONE	BUILD	A verified	scripts/check-unmounted-routers.cjs — LD 9 names it the arbiter of dark-route claims
872	G3	Prevent itinerary booking from silently failing when no activities were generated	CLOSE-CONFLICT	BUILD	A verified	LD 42 D14 RETIRES /quick-start. Still live client/src/App.tsx:604 (1124-line page). Real work is DELETION.
873	G3	Make sure the quick-start itinerary flow completes checkout end-to-end without errors	CLOSE-CONFLICT	LANE-BRIEF(money §8/§14/§18/§19)	A verified	LD 42 D14 RETIRES /quick-start — see #872.
1188	G3	Keep events and transfers in the cart after a page refresh	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1189	G3	Confirm events and transfers flow into the trip comparison builder correctly	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1236	G3	Show a pending badge on itinerary items after an expert starts a booking	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1237	G3	Confirm the Booking Brief pending status update reaches the database and survives a reload	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1375	G3	Prevent switchTripContextPreservingId from silently losing origin on a destination change	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1422	G3	Confirm the day-picker dropdown on a Places card sends the item to the correct day	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1663	G3	Catch landing CTA and planning-flow regressions before the redesign ships	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1664	G3	Confirm every landing experience link opens meaningful planning content	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1670	G3	Show travelers their full trip plan count, not just items ready for checkout	VERIFY-THEN-CLOSE	LANE-BRIEF(money §8/§14/§18/§19)	B probe(built+tested)	Feature area present and test/gate-covered (73 files, 24 test/CI).
1671	G3	Make provider-service Book now flows route through the trip plan, not straight to cart	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (16 files, 3 test/CI).
159	G4	Let providers upload photos when creating or editing a service	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
160	G4	Add a category dropdown to the service form instead of a free-text field	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
168	G4	Show the knowledge nugget count on each local expert's public profile	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
169	G4	Let admins browse and filter nuggets across all local experts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
214	G4	Add the missing In Review and Notes stages to the workspace	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
219	G4	Show the routing queue count as a badge on the admin dashboard	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
222	G4	Show constraint badge count on workspace trip cards	BUILD	LANE-BRIEF(schema/publish-trap)	C routed	Routed by governance class; staleness not individually probed.
235	G4	Let admins see which leads have already been confirmed in routing history	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
319	G4	Show assigned neighborhood on service edit so providers can see and correct it	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
333	G4	Add a bulk-tagging tool so admins can tag many services at once	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
336	G4	Let experts claim ownership of gem cards they curated	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
390	G4	Apply the console theme to shared provider components	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
397	G4	Filter the Local Experts page by role so Trip Planners have their own view	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
427	G4	Remember search filters and destination when navigating back to Experts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
428	G4	Show expert counts on the Experts and Services nav dropdown	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
429	G4	Let users filter experts by rating and response time	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
452	G4	Show the role callout on the expert onboarding checklist	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
453	G4	Seed at least one generic template so new experts always see the Templates page	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
498	G4	Let providers respond to reviews from their dashboard	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
502	G4	Add an EA invitation flow	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
503	G4	Scope EA client access so each EA only sees their own clients' bookings	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
537	G4	Show auto-cancelled bookings on the admin dashboard with a status badge	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
540	G4	Seed the platform's expert service tiers	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
549	G4	Let providers check their verification status and request a review	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
550	G4	Seed service categories with background-check and insurance flags	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
552	G4	Let providers duplicate or bulk-edit their services	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
673	G4	Prevent the loading spinner from hanging forever on /earn	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
674	G4	Verify /earn error and empty states across all role tabs	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
679	G4	Prevent role-band chips from looking empty when the expert API is unavailable	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
741	G4	Catch blank EA trip cards when dates are missing	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
748	G4	Let EAs sort or filter executives by upcoming birthdays or milestones	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
749	G4	Prevent EA events and gifts pages from showing stale placeholder counts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
755	G4	Let EAs manage important dates directly from the dashboard	CLOSE-DONE	BUILD	A verified	cited in ledger DECISIONS.md:496
758	G4	Apply the same date picker to the anniversary field in EA onboarding	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
759	G4	Prevent important dates from being saved without a label and date	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
847	G4	Show live booking notification count badge on the provider dashboard	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
850	G4	Make coordination stage visible on admin concierge requests	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
863	G4	Prevent provider names from showing as Provider when names are absent	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
880	G4	Make sure experts see fresh templates when they switch expert type	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
884	G4	Block rejected applicants from creating services	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
888	G4	Prevent unapproved experts from re-submitting a rejected service	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
891	G4	Show pending applicants a clear status page	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
892	G4	Confirm the expert application gate works end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
898	G4	Show a what changed summary when rejected applicants resubmit	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
899	G4	Prevent rejected provider applicants from submitting duplicate applications	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
907	G4	Prevent admins from confirming rejection with an empty reason	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
918	G4	Show remaining rejection-feedback characters to admins	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
924	G4	Let rejected providers track their resubmission	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1261	G4	Let experts create and send contracts directly from their console	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1270	G4	Confirm advancing workspace status works end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1278	G4	Confirm the workspace history panel displays transitions correctly	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1279	G4	Show workspace history on routing-queue details	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1357	G4	Apply provider-name fallback to service details	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1359	G4	Warn approved listings which edits will trigger re-review	CLOSE-DONE	BUILD	A verified	CORRECTED 2026-09-22: my BUILD verdict was WRONG - the panel EXISTS. ServiceForm.tsx:2285-2330 renders the two-column 'Editing a live listing' panel for approvalStatus==='approved', reading IDENTITY_EDIT_LANE + SAFE_EDIT_LANE_LABELS from @shared/edit-split - the module the PATCH handler itself imports, so the constraint (READ the server's list, never restate it) is satisfied by construction. The original basis note ('only admin/service-approvals.tsx reads pendingChanges') was about pendingChanges, a different thing, and does not support the BUILD verdict it carried. What WAS missing is now added: edit-split.ts promised a field without a display home 'fails at test time' via IDENTITY_EDIT_LANE_COVERAGE, which was exported and read by NOTHING - shared/__tests__/edit-split-lane-coverage.test.ts is that assertion.
1360	G4	Confirm staged identity changes apply after approval	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1362	G4	Confirm activate/pause works end-to-end for approved services	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1367	G4	Confirm short descriptions persist during service editing	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1368	G4	Confirm short descriptions appear on service details	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1380	G4	Let experts open the full Viator listing page	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1381	G4	Confirm Viator details display in the workspace	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1389	G4	Prevent EA gifts and events pages from crashing on empty data	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1421	G4	Prevent AI short-description generation from overwriting typed copy	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1425	G4	Confirm short-description regeneration works end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1439	G4	Prevent admin mutations from getting stuck without feedback	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1462	G4	Add Message Moderation to the admin sidebar	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1473	G4	Let admins export role-change audits to CSV	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1522	G4	Confirm bundle Edit and Delete still work	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1523	G4	Remove the Proposed design badge from Bundle Builder	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1534	G4	Confirm Save and finish later works without a serviceId	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1538	G4	Let providers replace cover photos during service editing	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1539	G4	Preserve cover-photo previews after wizard reloads	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1544	G4	Prevent route-frame publishing while an image loads	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1553	G4	Catch seating round-trip regressions	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1554	G4	Show Seating for remote/async services where applicable	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1557	G4	Confirm mid-flow redirect guard without a draft ID	CLOSE-DUPLICATE	TEST-PROGRAM	A verified	Identical title to #1558.
1558	G4	Confirm mid-flow redirect guard without a draft ID (duplicate of 1557)	CLOSE-DUPLICATE	TEST-PROGRAM	A verified	Identical title to #1557.
1559	G4	Catch Scheduling-step regressions	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1700	G4	Confirm admins can see populated role-change history	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
172	G5	Show neighbourhood chips on expert listing cards	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
174	G5	Show neighbourhood coverage on expert public profiles	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
175	G5	Let travellers filter experts by neighbourhood	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
177	G5	Search neighbourhood names in the main search bar	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
194	G5	Show a friendly error when adding too many neighbourhoods	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
195	G5	Show popular neighbourhood chips as quick filters	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
196	G5	Let neighbourhood chips immediately filter the expert grid	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
240	G5	Add neighborhood tags to hidden gems and activities	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
269	G5	Auto-assign neighborhood slugs to gems with coordinates	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
273	G5	Fill in neighborhood descriptions	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
274	G5	Give each neighborhood container a unique icon	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
316	G5	Show a neighborhood-filtered view from Explore	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
318	G5	Extend neighborhood backfill to hidden gems	BUILD	LANE-BRIEF(schema/publish-trap)	C routed	Routed by governance class; staleness not individually probed.
325	G5	Show fallback map pins for gems without exact coordinates	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
326	G5	Add a map legend and neighborhood boundaries	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
412	G5	Add Kyoto-specific neighborhoods to Paris and Tokyo feeds	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
438	G5	Store photo-credit information on gem records	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
441	G5	Schedule nightly gem-photo refreshes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
443	G5	Show how many gems lack photos before backfill	BUILD	LANE-BRIEF(schema/publish-trap)	C routed	Routed by governance class; staleness not individually probed.
1187	G5	Give GET /api/geocode the same database fallback as POST	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1267	G5	Confirm neighbourhood filtering end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1268	G5	Prefill browse filters from neighbourhood chip clicks	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1276	G5	Confirm location feeds for Barcelona, Bali, New York, Rome, and London	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1277	G5	Extend seed coverage to Sydney, Bangkok, Dubai, Cape Town, and Marrakech	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1420	G5	Confirm Google Places results clear when the query is erased	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1423	G5	Show an error toast when adding a Place fails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1428	G5	Apply destination normalization to Fever events	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1693	G5	Catch service-only neighbourhoods before they disappear	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
152	G6	Add a weekly revenue report emailed to admins	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
218	G6	Notify experts when assigned a trip	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
234	G6	Email experts when admins confirm workspace assignments	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
275	G6	Notify users when partner bookings succeed or fail	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
349	G6	Confirm AI optimization payments by email	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
483	G6	Add live email previews	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
496	G6	Email admins when reviews are flagged	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
534	G6	Email booking confirmation codes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
535	G6	Notify users by email when payments fail	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
538	G6	Email when the scheduler auto-cancels bookings	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
548	G6	Notify providers about background-check decisions	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
612	G6	Let travelers unsubscribe from availability alerts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
613	G6	Notify travelers when services become active	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
614	G6	Send a weekly waiting-list digest	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
622	G6	Email weekly Discover funnel reports	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
754	G6	Notify EAs about imminent client dates	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
845	G6	Ensure booking notifications reach providers	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
848	G6	Notify travelers when coordinators advance stages	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
903	G6	Email applicants when rejection feedback changes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
904	G6	Add clear CTAs to rejection-feedback notifications	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
905	G6	Guard against duplicate approval emails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
906	G6	Include custom rejection reasons in emails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
923	G6	Email experts when rejection feedback changes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
925	G6	Notify rejected providers about resubmission decisions	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1183	G6	Prevent script payloads from reaching chat emails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1185	G6	Prevent injected service markup from reaching emails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1228	G6	Keep booking alerts working after Resend key rotation	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1229	G6	Confirm booking-alert opt-out persists	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1230	G6	Apply opt-out to assigned-trip notifications	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1289	G6	Confirm auto-complete notifications end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1290	G6	Suppress auto-complete notices for deleted accounts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1300	G6	Confirm invite versus assignment wording	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1301	G6	Confirm traveler notification after expert acceptance	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1302	G6	Show an in-app Your expert joined banner	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1303	G6	Fire notifications through the legacy confirm alias	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1304	G6	Surface failed expert notifications	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1341	G6	Ensure booking-request notifications reach the correct expert	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1342	G6	Deep-link notifications directly to bookings	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1365	G6	Expose notification-email settings	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1366	G6	Prevent alerts to unverified email addresses	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1369	G6	Include decline reasons in traveler emails	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1370	G6	Email travelers when providers cancel paid bookings	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1371	G6	Validate notification email addresses end-to-end	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1426	G6	Confirm test email delivery to third-party addresses	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1438	G6	Time out test emails when the server hangs	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1463	G6	Notify admins about new abuse reports	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1527	G6	Notify admins when listings are submitted for review	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1564	G6	Retry provider booking alerts when Resend is down	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1565	G6	Expose failed booking emails for admin retry	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1566	G6	Alert on dead confirmation emails within one day	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
155	G7	Persist partner report data for API outages	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
299	G7	Show Fever events in the global calendar	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
317	G7	Pull live events into location feeds	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
396	G7	Add a Plan your event landing-page entry	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1191	G7	Show cached Events data during slow Fever calls	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1192	G7	Confirm uncached Events results end-to-end	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1195	G7	Extend Events to remaining group occasions	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1196	G7	Prevent duplicate transport tabs on event templates	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1376	G7	Automatically clear Viator outage notices	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1377	G7	Show missing-key notices on all Viator endpoints	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1392	G7	Keep partner diagnostics accurate during partial outages	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1393	G7	Persist historical partner diagnostics	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
284	G8	Extend shared caching to hotels, activities, and flights	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
400	G8	Show a cached-deals refresh hint	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
401	G8	Warm the deals cache at startup	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
518	G8	Invalidate fee-preview cache when carts change	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
930	G8	Confirm reminder scheduling after restarts	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
934	G8	Protect reminder cooldown performance as notifications grow	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1186	G8	Monitor daily FX fallback refreshes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1190	G8	Bound the Fever cache size	CLOSE-DONE	BUILD	A verified	server/services/fever.service.ts:725 cites #1190
1202	G8	Prevent stale loading indicators during tab switches	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1281	G8	Prevent uncached destinations from getting stuck on city detection	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1282	G8	Remove obsolete Amadeus literals	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1283	G8	Remove misleading zero hotel-refresh metrics	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1329	G8	Verify cleanup of expired hotel and activity cache rows	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1334	G8	Add manual cache refresh controls	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1335	G8	Show per-key Travelpayouts cache details	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1383	G8	Confirm repeated Places searches use cache	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1387	G8	Confirm Booking.com fetch-on-miss uses city tokens	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1427	G8	Confirm normalized Kyoto cache parity	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
298	G9	Add a uniqueness constraint for destination events	BUILD	LANE-BRIEF(schema/publish-trap)	A verified	destination_events exists, no unique index. Must clear preflight-prod-unique-indexes.cjs AND be declared in shared/schema.ts (publish-trap).
302	G9	Standardize route request validation and errors	OPEN-VALID(refactor)	BUILD	A verified	CONFIRMED and larger than filed: 58 ad-hoc `instanceof ZodError` handlers across 8 route files (routes.ts 18, content 15, admin 8, provider 7, concierge 4, experts 4, service-quotes 1, service-requests 1) and NO canonical helper anywhere in server/utils, server/middleware or shared. One question answered 58 times (§18 rule 1). SHAPE: add the helper and adopt it in new code, migrating opportunistically - a 58-site big-bang rewrite risks changing API error shapes that clients and tests depend on, for consistency rather than a bug fix.
354	G9	Preserve guest carts during sign-in	CLOSE-DONE	BUILD	A verified	Code cites it: trip-selection.ts:28 "the desync class fixed by #354 and re-found by #972". Fixed; the regression is tracked as #972, which is NOT on this board.
378	G9	Replace the expired Stripe live key in development	CLOSE-CONFLICT	LANE-BRIEF(money §8/§14/§18/§19)	A verified	A live key in dev IS the defect; runtime-health.service.ts:264 asserts sk_test_ in non-prod. Reshape to 'use a test key'.
484	G9	Rate-limit forgot-password requests	CLOSE-DONE	LANE-BRIEF(money §8/§14/§18/§19)	A verified	cited in ledger + provider-console-gate.yml
487	G9	Apply collaborator role checks to all write endpoints	CLOSE-CONFLICT	LANE-BRIEF(security)	A verified	V-29 DELETED getTripWriteRole/canMutateTrip; one resolver authorizeTripLogistics(requireWriteAccess) answers. Pinned by one-trip-write-resolver.db.test.ts:366.
504	G9	Audit EA data access	OPEN-VALID	LANE-BRIEF(security)	A verified	No audit writes in ea-rbac.ts or ea.routes.ts. EA access to another person's client data is unaudited - worth raising above its current position.
703	G9	Preserve gated deep links through sign-in	LIKELY-DONE	BUILD	A verified	SignInModal.tsx:150 sanitizes returnTo at redirect time (guards a crafted "/\evil.com").
